Price,Close,High,Low,Open,Volume,SMA20,SMA50,EMA20,RSI,EMA12,EMA26,MACD,Signal
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,,,,,,,,
Date,,,,,,,,,,,,,
2020-01-13,8144.1943359375,8197.7880859375,8079.70068359375,8189.77197265625,22482910688,,,7695.825442080038,,7865.39649168991,7613.442351773745,251.95413991616533,176.61412024105545
2020-01-14,8827.7646484375,8879.51171875,8140.93310546875,8140.93310546875,44841784107,,,7803.629176018843,77.30055993378357,8013.453131189539,7703.3921515266165,310.06097966292236,203.30349212542882
2020-01-15,8807.0107421875,8890.1171875,8657.1875,8825.34375,40102834650,,,7899.189325177763,76.76608701692263,8135.538917496918,7785.141676760756,350.3972407361616,232.7222418475754
2020-01-16,8723.7861328125,8846.4609375,8612.095703125,8812.4814453125,31313981931,,,7977.722354476309,80.28268836179538,8226.03848908393,7854.670895727551,371.3675933563791,260.45131214933616
2020-01-17,8929.0380859375,8958.1220703125,8677.31640625,8725.2099609375,36372139320,,,8068.323852710709,79.16351376642092,8334.192273215249,7934.253650557917,399.9386226573315,288.34877425093526
2020-01-18,8942.80859375,9012.1982421875,8827.33203125,8927.2119140625,32337772627,,,8151.60811376207,78.7567778301376,8427.825553297518,8008.961424127701,418.8641291698168,314.4518452347116
2020-01-19,8706.2451171875,9164.3623046875,8620.080078125,8941.4453125,34217320471,,,8204.430685516874,72.32721240457938,8470.659332357514,8060.612068058057,410.0472642994573,333.57092904766074
2020-01-20,8657.642578125,8745.5908203125,8560.4736328125,8704.6318359375,26422375678,8118.971240234375,,8247.593722908125,67.14714081910492,8499.425985552512,8104.8365502852375,394.5894352672749,345.7746302915836
2020-01-21,8745.89453125,8755.7060546875,8544.5205078125,8658.9912109375,24097418512,8196.257250976563,,8295.050942750207,62.74318770891304,8537.344223352125,8152.3223266529985,385.02189669912696,353.62408357309226
2020-01-22,8680.8759765625,8792.994140625,8636.7470703125,8744.2109375,22600204051,8281.0275390625,,8331.796184065664,63.26414801145811,8559.426031538338,8191.474448868517,367.9515826698207,356.48958339243796
2020-01-23,8406.515625,8687.7470703125,8333.6376953125,8680.650390625,25770680779,8334.109106445312,,8338.912321297506,61.27439867772349,8535.901353609363,8207.403424878257,328.4979287311053,350.8912524601715
2020-01-24,8445.4345703125,8514.6669921875,8266.8408203125,8405.5673828125,24397913026,8385.847998046875,,8349.057297394173,56.669991850924,8521.983386948306,8225.035361577091,296.9480253712154,340.10260704238027
2020-01-25,8367.84765625,8458.453125,8296.21875,8440.119140625,19647331549,8433.67451171875,,8350.846855380441,58.09928740398727,8498.270197610105,8235.614050071381,262.6561475387243,324.6133151416491
2020-01-26,8596.830078125,8602.4013671875,8325.498046875,8364.41015625,22177678796,8475.055053710938,,8374.273828975161,59.567109329941886,8513.433256150858,8262.370792890168,251.0624632606905,309.9031447654574
2020-01-27,8909.8193359375,8977.7265625,8597.30859375,8597.30859375,28647338393,8512.361401367187,,8425.278162971576,66.099131221883,8574.415729964187,8310.329944227007,264.0857857371793,300.7396729598018
2020-01-28,9358.58984375,9358.58984375,8908.447265625,8912.5244140625,34398744403,8576.29775390625,,8514.164989712379,62.38483029457105,8695.057901315851,8387.978825673155,307.0790756426959,302.00755349638064
2020-01-29,9316.6298828125,9406.431640625,9269.4677734375,9357.470703125,30682598115,8648.17568359375,,8590.590217626677,61.77356314474274,8790.684360007643,8456.767792868663,333.9165671389801,308.38935622490055
2020-01-30,9508.9931640625,9553.1259765625,9230.8974609375,9316.0166015625,32378792851,8715.297631835938,,8678.05716490628,67.26951414805804,8901.193406785314,8534.710412957094,366.48299382822006,320.0080837455645
2020-01-31,9350.529296875,9521.7060546875,9230.7763671875,9508.3134765625,29432489719,8780.947216796874,,8742.102129855683,59.46489558740391,8970.32200526065,8595.141441395457,375.1805638651931,331.0425797694902
2020-02-01,9392.875,9439.3232421875,9313.2392578125,9346.357421875,25922656496,8840.966259765624,,8804.080498440855,59.978512987907166,9035.330158297475,8654.232816106905,381.0973421905692,341.053532253706
2020-02-02,9344.365234375,9468.7978515625,9217.82421875,9389.8203125,30835736946,8900.9748046875,,8855.53618757744,65.43497414650393,9082.874016155556,8705.353735978615,377.520280176941,348.346881838353
2020-02-03,9293.521484375,9540.3720703125,9248.6337890625,9344.68359375,30934096509,8924.262646484374,,8897.249072986731,65.36410527458318,9115.281318958547,8748.92171734131,366.35960161723597,351.94942579412964
2020-02-04,9180.962890625,9331.265625,9112.8115234375,9292.841796875,29893183716,8942.96025390625,,8924.269436571329,60.39007985372589,9125.386176138001,8780.924767214177,344.4614089238239,350.45182242006854
2020-02-05,9613.423828125,9701.2998046875,9163.7041015625,9183.416015625,35222060874,8987.442138671875,,8989.90318814787,68.94564318991374,9200.46889182831,8842.591364318683,357.8775275096268,351.9369634379802
2020-02-06,9729.8017578125,9824.619140625,9539.818359375,9617.8212890625,37628823716,9027.480322265625,,9060.369718592121,78.7279718895,9281.90471736434,8908.310652725633,373.5940646387062,356.26838367812536
2020-02-07,9795.943359375,9834.716796875,9726.0029296875,9726.0029296875,34522718159,9070.137060546875,,9130.424351047634,78.97646674765734,9360.98758536598,8974.06122358855,386.92636177743043,362.3999792979864
2020-02-08,9865.119140625,9876.7490234375,9678.91015625,9793.0703125,35172043762,9128.08076171875,,9200.395283388336,82.24177451033995,9438.54628617506,9040.065513739399,398.4807724356615,369.61613792552146
2020-02-09,10116.673828125,10129.435546875,9850.392578125,9863.89453125,35807884663,9201.03232421875,,9287.65990669659,82.41274516991116,9542.873600321205,9119.814277767962,423.05932255324296,380.3047748510658
2020-02-10,9856.611328125,10165.765625,9784.5634765625,10115.5595703125,39386548075,9256.5681640625,,9341.845756356439,70.65798114453034,9591.14094306025,9174.391837053668,416.7491060065822,387.5936410821691
2020-02-11,10208.236328125,10210.052734375,9729.3349609375,9855.8916015625,37648059389,9332.936181640625,,9424.35914414392,69.35904339351434,9686.078694608674,9250.972910466358,435.1057841423153,397.0960696941984
2020-02-12,10326.0546875,10393.611328125,10202.3876953125,10202.3876953125,43444303830,9428.913134765626,,9510.234910177833,72.23107129292164,9784.536539668878,9330.608597654034,453.9279420148432,408.46244415832734
2020-02-13,10214.3798828125,10457.626953125,10116.1611328125,10323.9609375,49356071373,9517.360400390626,,9577.29633614304,66.10756394269109,9850.666284767896,9396.073137295401,454.5931474724948,417.6885848211609
2020-02-14,10312.1162109375,10321.99609375,10125.5341796875,10211.55078125,43338264162,9614.573828125,,9647.279181361559,72.58427718799126,9921.658581101683,9463.92817978741,457.73040131427297,425.6969481197833
2020-02-15,9889.4248046875,10341.5556640625,9874.427734375,10313.8564453125,43865054831,9679.203564453124,,9670.340669297362,59.894460027095256,9916.699538576424,9495.446448298528,421.25309027789626,424.80817655140595
2020-02-16,9934.43359375,10053.96875,9722.38671875,9889.1796875,43374780305,9730.43427734375,,9695.49237638809,61.77437810518702,9919.427854756974,9527.964014628265,391.4638401287084,418.13930926686646
2020-02-17,9690.142578125,9938.8154296875,9507.6376953125,9936.560546875,45998298413,9747.0119140625,,9694.982871791606,57.34707256767288,9884.153196813593,9539.97724155395,344.17595525964316,403.34663846542185
2020-02-18,10141.99609375,10161.935546875,9632.3828125,9691.23046875,47271023953,9788.280224609374,,9737.555559597167,65.81441256593504,9923.82133480381,9584.571230605508,339.2501041983014,390.52733161199774
2020-02-19,9633.38671875,10191.67578125,9611.2236328125,10143.798828125,46992019710,9794.49990234375,8932.1370703125,9727.634717611721,50.3204706130235,9879.139086180148,9588.187192690286,290.9518934898624,370.6122439875707
2020-02-20,9608.4755859375,9643.216796875,9507.900390625,9629.3251953125,44925260237,9807.397216796875,8980.303095703124,9716.286228880845,47.99338439324097,9837.49854768128,9589.690036634523,247.8085110467564,346.0514973994078
2020-02-21,9686.44140625,9723.0146484375,9589.7431640625,9611.7822265625,40930547513,9822.075537109375,9034.32251953125,9713.443864820763,48.196001181536374,9814.258987461082,9596.856804754188,217.40218270689365,320.321634460905
2020-02-22,9663.181640625,9698.2314453125,9600.728515625,9687.70703125,35838025154,9838.016357421875,9080.688466796875,9708.656986325928,46.62205959226346,9791.01631871707,9601.769755559433,189.24656315763605,294.1066202002512
2020-02-23,9924.515625,9937.404296875,9657.791015625,9663.318359375,41185185761,9869.566064453125,9130.96564453125,9729.214951913935,46.796126369099525,9811.554673529829,9625.676856999475,185.8778165303538,272.46085946627176
2020-02-24,9650.1748046875,9951.74609375,9537.04296875,9921.5830078125,45080496648,9893.02666015625,9175.74279296875,9721.687318844752,46.57437281939175,9786.727001400239,9627.49151979118,159.2354816090592,249.81578389482925
2020-02-25,9341.705078125,9652.7373046875,9305.021484375,9651.3125,42515259129,9879.44072265625,9207.192509765626,9685.4985340143,35.41175913540644,9718.262090127126,9606.322153741832,111.93993638529355,222.2406143929221
2020-02-26,8820.5224609375,9354.7783203125,8704.4267578125,9338.2900390625,50420050762,9833.9767578125,9220.329111328125,9603.119860387937,27.684771019448576,9580.148301021029,9548.11476908966,32.033531931369,184.19919790061152
2020-02-27,8784.494140625,8932.892578125,8577.19921875,8825.09375,45470195695,9783.404296875,9234.42173828125,9525.1555061248,28.31983989703943,9457.73996865241,9491.550278092276,-33.810309439866614,140.59729643251592
2020-02-28,8672.455078125,8890.4560546875,8492.9326171875,8788.728515625,44605450443,9723.77109375,9250.2894140625,9443.94594155339,25.246552161848257,9336.92690857127,9430.876559576182,-93.94965100491208,93.68790694503033
2020-02-29,8599.5087890625,8775.6318359375,8599.5087890625,8671.212890625,35792392544,9647.912841796875,9258.948505859375,9363.523355601876,28.22735643354804,9223.477967108382,9369.293761760353,-145.81579465197137,45.78716662562999
2020-03-01,8562.4541015625,8726.796875,8471.212890625,8599.7587890625,35349164300,9583.20498046875,9269.4468359375,9287.231045693365,26.779847473992533,9121.78198779363,9309.527861004957,-187.7458732113264,-0.919441341761285
2020-03-02,8869.669921875,8921.30859375,8532.630859375,8563.2646484375,42857674409,9516.27666015625,9282.9903515625,9247.463319615425,36.40345880275399,9082.995516113842,9276.945791439775,-193.95027532593303,-39.525608138595636
2020-03-03,8787.7861328125,8901.5986328125,8704.990234375,8865.3876953125,42386715821,9439.363232421874,9295.8621875,9203.684539919908,24.42224087207532,9037.578687913636,9240.711742652571,-203.13305473893524,-72.24709745866356
2020-03-04,8755.24609375,8843.3662109375,8712.431640625,8788.5419921875,34746706368,9366.40654296875,9294.41181640625,9160.976116475154,29.77726602137382,8994.142904196153,9204.751324215344,-210.60842001919082,-99.91936197076902
2020-03-05,9078.7626953125,9142.0546875,8757.25390625,8760.28515625,39698054597,9304.7388671875,9299.84685546875,9153.146266840617,39.2761002937069,9007.161333598668,9195.418833185504,-188.25749958683627,-117.58698949398249
2020-03-06,9122.5458984375,9167.6953125,9032.0791015625,9078.30859375,40826885651,9266.394921875,9307.82205078125,9150.23194604032,38.42386416626137,9024.912805112335,9190.020838018985,-165.1080329066499,-127.09119817651597
2020-03-07,8909.9541015625,9163.220703125,8890.744140625,9121.6005859375,36216930370,9215.170947265626,9307.44037109375,9127.348341804336,35.65240845633714,9007.226850720053,9169.275153837023,-162.0483031169697,-134.0826191646067
2020-03-08,8108.1162109375,8914.34375,8105.2529296875,8908.2060546875,39973102121,9136.06962890625,9290.7465234375,9030.278615055113,21.30881060380989,8868.902136907353,9090.670787696317,-221.7686507889648,-151.61982548947833
2020-03-09,7923.64453125,8177.79345703125,7690.09814453125,8111.146484375,46936995808,9025.15205078125,9275.09451171875,8924.884892787959,21.931462591784083,8723.477889883145,9004.224398329925,-280.74650844678035,-177.44516208093873
2020-03-10,7909.7294921875,8136.9453125,7814.76318359375,7922.14697265625,42213940994,8938.969189453124,9260.13625,8828.203426064105,24.25436774493275,8598.2858286992,8923.150701578634,-324.8648728794342,-206.92910424063783
2020-03-11,7911.43017578125,7950.814453125,7642.8125,7910.08984375,38682762605,8854.116918945312,9243.446962890624,8740.891687941928,29.90090040100587,8492.615728250285,8848.208440408456,-355.5927121581717,-236.66182582414461
2020-03-12,4970.7880859375,7929.1162109375,4860.35400390625,7913.6162109375,53980357243,8618.334252929688,9169.245205078125,8381.834202036745,13.089395224234735,7950.796090971395,8560.992117855052,-610.1960268836574,-311.3686660360472
2020-03-13,5563.70703125,5838.11474609375,4106.98095703125,5017.8310546875,74156772075,8413.360522460938,9112.389033203124,8113.441138152293,22.474430385088098,7583.551620245026,8338.971000328753,-755.4193800837265,-400.1788088455831
2020-03-14,5200.3662109375,5625.2265625,5125.0693359375,5573.07763671875,36154506008,8177.153051757812,9047.487666015624,7836.005430798503,21.375222433354693,7216.907711120791,8106.481756670141,-889.5740455493506,-498.0578561863366
2020-03-15,5392.31494140625,5836.64501953125,5169.283203125,5201.06689453125,33997889639,7964.26005859375,8987.97701171875,7603.273003237336,23.982441355304886,6936.2011311647075,7905.43236294689,-969.2312317821825,-592.2925313055058
2020-03-16,5014.47998046875,5385.2294921875,4575.35791015625,5385.2294921875,45368026430,7747.8988037109375,8916.330009765625,7356.721286783184,18.72273192309767,6640.55172336533,7691.287742022583,-1050.7360186572532,-683.9812287758552
2020-03-17,5225.62939453125,5371.3486328125,4981.9091796875,5002.578125,38622642935,7568.154150390625,8842.6462109375,7153.760154187761,21.69383262629644,6422.871365083163,7508.646382949151,-1085.775017865988,-764.3399865938818
2020-03-18,5238.4384765625,5331.833984375,5069.3359375,5227.11376953125,37878801016,7390.8513671875,8760.24318359375,6971.348565842498,21.96628522497275,6240.650920695369,7340.482834327918,-1099.831913632549,-831.4383720016152
2020-03-19,6191.19287109375,6329.73583984375,5236.96875,5245.41650390625,51000731797,7266.788256835937,8697.734443359375,6897.048023485475,29.0807311577433,6233.041989987428,7255.35024445872,-1022.3082544712925,-869.6123484955507
2020-03-20,6198.7783203125,6844.26171875,5865.78173828125,6191.65380859375,54442976103,7146.751733398438,8631.530146484374,6830.5461469928105,28.706815510578323,6227.770656191285,7177.085657484926,-949.3150012936412,-885.5528790551688
2020-03-21,6185.06640625,6378.13525390625,5932.8232421875,6206.521484375,42494390880,7027.882348632813,8568.220888671874,6769.071885969685,29.56320258048639,6221.200771584933,7103.602749986042,-882.4019784011089,-884.9226989243568
2020-03-22,5830.2548828125,6359.697265625,5823.7138671875,6185.55810546875,40099664740,6875.911596679687,8496.968486328125,6679.660742811859,31.6880244753186,6161.0552502353285,7009.280685750965,-848.2254355156365,-877.5832462426129
2020-03-23,6416.31494140625,6443.9345703125,5785.00439453125,5831.37451171875,46491916000,6757.338037109375,8438.40748046875,6654.58019029704,38.61736969183971,6200.325971953932,6965.357297280986,-765.0313253270542,-855.0728620595012
2020-03-24,6734.8037109375,6789.02294921875,6411.06640625,6436.642578125,48221910672,6656.31591796875,8387.233125,6662.220525596132,41.517708395757175,6282.553316412943,6948.279253848135,-665.7259374351925,-817.2034771346395
2020-03-25,6681.06298828125,6892.51123046875,6536.92626953125,6738.716796875,44590107888,6536.430932617188,8337.235126953125,6664.015045851857,41.18369874087227,6343.862496700375,6928.4854563987365,-584.6229596983612,-770.6873736473839
2020-03-26,6716.4404296875,6735.4638671875,6590.962890625,6675.1708984375,35319797642,6416.125659179687,8279.295458984376,6669.00793955049,71.43202615272429,6401.182178698394,6912.778417383089,-511.596238684695,-718.8691466548462
2020-03-27,6469.79833984375,6793.83642578125,6466.70166015625,6719.38916015625,34585598367,6294.11787109375,8214.095390625,6650.035596721276,62.1582019796967,6411.738511182295,6879.965078306101,-468.2265671238056,-668.7406307486381
2020-03-28,6242.19384765625,6467.5009765625,6117.837890625,6467.25390625,34885225901,6200.821752929687,8143.020400390625,6611.19352538175,64.50803664109431,6385.654716793673,6832.72276492463,-447.0680481309564,-624.4061142251018
2020-03-29,5922.04296875,6250.46728515625,5920.0859375,6245.62451171875,28373690931,6100.741674804687,8064.158876953125,6545.560139035869,57.12244882149166,6314.329832479261,6765.265002245028,-450.93516976576666,-589.7119253332348
2020-03-30,6429.841796875,6517.19580078125,5903.234375,5925.53857421875,37101651525,6026.747290039062,7990.422236328125,6534.539344544358,68.38760245198397,6332.10090392476,6740.418838884286,-408.3179349595257,-553.4331272584931
2020-03-31,6438.64453125,6504.51513671875,6374.162109375,6430.6064453125,32786468812,5953.1080078125,7922.062900390625,6525.40650518299,66.63333199869679,6348.492231205566,6718.065186466932,-369.5729552613657,-516.6610928590676
2020-04-01,6606.7763671875,6612.57373046875,6202.37353515625,6437.3193359375,40346426266,6034.907421875,7850.033701171875,6533.156015850086,67.9965789009276,6388.228252125864,6709.82157022401,-321.5933180981465,-477.64753790688343
2020-04-02,6793.62451171875,7088.24755859375,6595.91845703125,6606.7763671875,47660646124,6096.403295898437,7779.38509765625,6557.962539266149,59.922270800514575,6450.596907447846,6716.029195519917,-265.43228807207106,-435.20448793992097
2020-04-03,6733.38720703125,7003.220703125,6673.3359375,6797.396484375,38976504903,6173.054345703125,7709.765244140625,6574.669650481874,58.655091962017096,6494.103107383755,6717.314974150387,-223.21186676663183,-392.8059637052632
2020-04-04,6867.52734375,6878.95361328125,6696.48486328125,6738.3828125,33185988584,6246.814965820313,7640.873466796875,6602.560859364552,60.63409221427534,6551.552989901638,6728.441816342951,-176.88882644131263,-349.62253625247314
2020-04-05,6791.12939453125,6883.4140625,6715.92919921875,6862.53759765625,29510409856,6335.647436523437,7578.90755859375,6620.519767475666,66.39481809806644,6588.410898306194,6733.085340653195,-144.67444234700088,-308.6329174713787
2020-04-06,7271.78125,7271.78125,6782.8896484375,6788.0498046875,46896904615,6437.955029296875,7525.65451171875,6682.544670573222,65.14092595322859,6693.54479856678,6772.988741345551,-79.44394277877109,-262.79512253285714
2020-04-07,7176.41455078125,7427.939453125,7136.71435546875,7273.64404296875,44243482668,6534.853833007813,7475.379951171875,6729.5798972597,58.486343598115326,6767.8324527536215,6802.872134637084,-35.039681883462436,-217.24403440297823
2020-04-08,7334.0986328125,7356.2236328125,7153.3056640625,7179.283203125,37563249549,6591.99912109375,7419.222001953125,6787.153110169491,62.06717652410906,6854.950326608834,6842.22224561304,12.728080995793789,-171.24961132322383
2020-04-09,7302.08935546875,7341.4482421875,7179.09423828125,7337.96630859375,34815139178,6647.1646728515625,7372.5960546875,6836.1946573408495,60.83545285872587,6923.740946433436,6876.286475972723,47.45447046071331,-127.5087949664364
2020-04-10,6865.4931640625,7303.8154296875,6802.47509765625,7303.8154296875,43622840992,6681.186010742187,7317.73640625,6838.98499131434,56.840202462085635,6914.779749145599,6875.48697138678,39.292777758819284,-94.14848042138527
2020-04-11,6859.0830078125,6926.06982421875,6789.9208984375,6867.4404296875,31222085946,6732.627416992187,7261.18923828125,6840.899088123689,61.54692906957848,6906.211019709738,6874.271862973871,31.939156735867073,-68.93095298993481
2020-04-12,6971.091796875,7119.947265625,6811.078125,6858.06787109375,35759567632,6760.366259765625,7207.34744140625,6853.298393719051,71.29543358610228,6916.192677735163,6881.44370992951,34.74896780565268,-48.19496883081732
2020-04-13,6845.03759765625,6965.61669921875,6668.259765625,6965.61669921875,38619308647,6765.877954101563,7145.757880859375,6852.5116512368795,59.9742456627824,6905.245742338407,6878.746960872232,26.498781466174478,-33.25621877141896
2020-04-14,6842.427734375,6958.55712890625,6793.8212890625,6843.28173828125,34110434052,6773.94619140625,7089.602939453125,6851.551278202415,59.729028918327494,6895.581433420959,6876.056647798363,19.524785622596028,-22.70001789261596
2020-04-15,6642.10986328125,6928.66455078125,6633.40283203125,6845.5615234375,32288311031,6770.229663085937,7035.61103515625,6831.604476781352,50.838346482253534,6856.5858072456185,6858.72725635265,-2.1414491070318036,-18.58830413549913
2020-04-16,7116.80419921875,7134.45068359375,6555.50439453125,6640.4541015625,46783242377,6802.5799560546875,7001.536669921875,6858.7663551087235,56.7464629262153,6896.619406010716,6877.844066935325,18.775339075391457,-11.115575493321012
2020-04-17,7096.1845703125,7167.18310546875,7050.33203125,7116.552734375,32513423567,6845.2794921875,6967.770478515625,6881.377613699559,57.70086951402608,6927.321738980221,6894.017437555856,33.304301424364894,-2.231600109783831
2020-04-18,7257.6650390625,7269.95654296875,7089.2470703125,7092.29150390625,32447188386,6912.060595703125,6939.474677734375,6917.214511353172,58.18619059699002,6978.143785146726,6920.954296926719,57.18948822000766,9.652617556174468
2020-04-19,7189.4248046875,7280.52197265625,7167.0546875,7260.92236328125,31311210215,6950.03974609375,6911.272998046875,6943.1393011945365,58.38607168742515,7010.648557383768,6940.8410012052955,69.80755617847262,21.683605280634097
2020-04-20,6881.95849609375,7240.29052734375,6835.5029296875,7186.87353515625,37747113936,6972.2054443359375,6877.6630859375,6937.312557851605,41.14666215400093,6990.850086416073,6936.479334159996,54.37075225607714,28.221034675722706
2020-04-21,6880.3232421875,6934.5517578125,6834.4423828125,6879.7841796875,32589741511,6985.882788085937,6837.87615234375,6931.885003978832,42.9763838224771,6973.845956534755,6932.319623643515,41.52633289123969,30.882094318826105
2020-04-22,7117.20751953125,7145.86572265625,6867.78173828125,6879.4404296875,33249153866,7002.061938476562,6804.464580078125,6949.534767364777,45.041416324200476,6995.901581611139,6946.015023338903,49.88655827223556,34.682987109508
2020-04-23,7429.724609375,7491.78515625,7081.5947265625,7121.30615234375,43500782316,7036.87880859375,6777.954150390625,6995.267133270512,52.58629099649728,7062.6435858825025,6981.8453630452805,80.79822283722206,43.90603425505081
2020-04-24,7550.90087890625,7574.19580078125,7434.181640625,7434.181640625,34636526286,7071.0474853515625,6747.3969140625,7048.184632854868,65.9240513566439,7137.76009250154,7023.997623479427,113.76246902211369,57.87732120846339
2020-04-25,7569.93603515625,7641.36376953125,7521.67236328125,7550.48291015625,32941541447,7109.987817382813,6716.344716796875,7097.875242597857,66.41890274862087,7204.2486990638035,7064.437505825858,139.8111932379452,74.26409561435975
2020-04-26,7679.8671875,7700.59423828125,7561.40771484375,7570.13916015625,33070154491,7130.392114257813,6691.742978515625,7153.303046874252,66.38664189732887,7277.420774207834,7110.024889653573,167.3958845542611,92.89045340234003
2020-04-27,7795.60107421875,7795.60107421875,7679.4189453125,7679.4189453125,36162144725,7161.3514404296875,6685.49267578125,7214.474287573728,72.08207539208293,7357.14082036336,7160.808310732476,196.3325096308845,113.57886464804892
2020-04-28,7807.05859375,7814.52734375,7730.806640625,7796.97021484375,33187959921,7184.999438476562,6683.16095703125,7270.910888161945,72.31712860666102,7426.35893934592,7208.678702067107,217.68023727881246,134.39913917420162
2020-04-29,8801.0380859375,8871.75390625,7786.04931640625,7806.71240234375,60201052203,7259.946875,6700.98712890625,7416.637287950093,86.53192950218416,7637.848038821548,7326.63124902047,311.21678980107754,169.76266929957683
2020-04-30,8658.5537109375,9440.650390625,8533.255859375,8797.669921875,66964629541,7349.59990234375,6715.929599609375,7534.9150425203225,79.39307067046299,7794.879680685541,7425.292172125435,369.58750856010556,209.7276371516826
2020-05-01,8864.7666015625,9048.0234375,8667.763671875,8672.7822265625,44068389997,7449.88408203125,6793.809169921875,7661.567571952911,81.48921697908494,7959.477668512765,7531.9199076392915,427.55776087347385,253.29366189604085
2020-05-02,8988.5966796875,9007.1875,8811.3662109375,8869.0576171875,40134388683,7550.759326171875,6862.306962890625,7787.951296499062,81.23766776944447,8117.803670231955,7639.821890753973,477.98177947798195,298.2312854124291
2020-05-03,8897.46875,9167.78125,8830.9716796875,8983.6142578125,47101785174,7653.380883789063,6936.249013671875,7893.619625403913,80.57206482049561,8237.752144042424,7732.98091736479,504.77122667763433,339.53927366547015
2020-05-04,8912.654296875,8956.90625,8645.0244140625,8895.7451171875,45718796276,7756.8922119140625,7006.65580078125,7990.670546496398,90.59457809063221,8341.583244478206,7820.364130661842,521.2191138163644,375.875241695649
2020-05-05,9003.0703125,9062.4150390625,8856.8271484375,8912.83203125,43148462663,7874.940234375,7086.427607421875,8087.089571830074,90.98012126851954,8443.350485712328,7907.971995983187,535.3784897291407,407.77589130234736
2020-05-06,9268.76171875,9411.4677734375,8966.7060546875,9007.44140625,49371886931,7982.538110351563,7167.29025390625,8199.629776298638,91.07934187030685,8570.336829256585,8008.7712347066545,561.5655945499302,438.53383195186393
2020-05-07,9951.5185546875,9992.6640625,9138.322265625,9261.8955078125,61112700562,8125.3048095703125,7261.55185546875,8366.476326621387,92.18431400095729,8782.826325476726,8152.6784435941245,630.1478818826017,476.85664193801153
2020-05-08,9842.666015625,9996.7431640625,9767.1728515625,9936.162109375,51780748042,8254.554858398438,7334.581318359375,8507.065820812208,88.49513087590758,8945.878585499537,8277.862708189004,668.0158773105322,515.0884890125158
2020-05-09,9593.896484375,9913.86328125,9580.64453125,9840.90625,46566121841,8374.778442382812,7402.483681640625,8610.573503056283,81.56097208870057,9045.573646864992,8375.34669161019,670.2269552548023,546.1161822609731
2020-05-10,8756.4306640625,9595.5810546875,8395.107421875,9591.1689453125,63325279337,8468.50205078125,7453.910966796875,8624.464661247352,63.68293549340814,9001.090111049223,8403.575134014065,597.5149770351582,556.3959412158101
2020-05-11,8601.7958984375,9033.470703125,8374.3232421875,8755.53515625,57119858802,8554.57568359375,7509.341787109375,8622.305731455937,60.146265676567864,8939.66023218588,8418.258153600986,521.4020785848952,549.3971686896272
2020-05-12,8804.4775390625,8949.8984375,8569.6435546875,8610.3857421875,42142717533,8638.939184570312,7557.1050390625,8639.655427418467,61.97643682837843,8918.862894782284,8446.866996968505,471.99589781377836,533.9169145144574
